PNU,JIBUN,BCHK,SGG_OID,COL_ADM_SE,F_SHIM,F_AREA,ADM_CD,F_YR,F_ZONE_NM,F_ZONE_NM2,TYPE,F_DISA_NM,F_AVR_HGT,F_SAT_YMD,F_END_YMD,F_SAT_TM,F_END_TM,F_RSN_DTL,INV_YR,layer,path,geometry
"1129013300108330020","833-20임","1","138093","11290","0.1","86.28","1129013300","2024","성북구 정릉동 833-20","성북구 보국문로37길 43","주택","7. 8.~7. 19. 호우","114.72649","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[199864.85422153908,557389.7167811604],[199868.6762279902,557387.3788624095],[199875.12742131818,557372.166092812],[199868.01951710338,557369.856996825],[199864.7395902641,557367.0029673392],[199852.02374231012,557364.0647857463],[199851.3647489063,557363.9917756808],[199844.6546960236,557370.6626117972],[199847.14861290235,557374.5306201604],[199851.81162370116,557371.4977207772],[199854.8845235647,557376.1227322521],[199853.3364563279,557381.0606663063],[199864.85422153908,557389.7167811604]],[[199858.7036136743,557368.6198562081],[199870.41732861748,557380.2809493659],[199862.55832675303,557384.38378813],[199854.79558860976,557372.1507636943],[199858.7036136743,557368.6198562081]]]}"
"1129013300101510004","151-4대","1","139598","11290","0.1","29.75","1129013300","2024","성북구 정릉동 151-4","성북구 정릉로 266-3","주택","7. 8.~7. 19. 호우","43.50652","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[201122.88145176048,555996.8616711111],[201130.96448236864,555990.8798514161],[201124.80261447356,555985.8407932434],[201125.50162767223,555984.6718142191],[201123.32467133043,555983.0777921297],[201122.3956676245,555983.77677131],[201116.95164032228,555988.2186464636],[201114.96962768052,555990.0025996309],[201120.82851118888,555994.230659594],[201122.88145176048,555996.8616711111]]]}"
"1129013300100240007","24-7대","1","143897","11290","0.1","92.7","1129013300","2024","성북구 정릉동 24-7","성북구 동소문로35길 53","주택","7. 8.~7. 19. 호우","47.84857","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[201872.1032223529,555693.7453084163],[201872.69494675563,555710.4611800665],[201885.98787653734,555708.0754150822],[201885.04613831744,555692.3895292636],[201872.1032223529,555693.7453084163]]]}"
"1129013300109510002","951-2대","1","144466","11290","0.1","56.26","1129013300","2024","성북구 정릉동 951-2","성북구 정릉로6가길 51","주택","7. 8.~7. 19. 호우","110.74494","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[199423.24881895856,556588.499263243],[199428.47286938265,556582.7323955117],[199421.3660337171,556576.184334675],[199415.71623000456,556566.9223198749],[199405.0793057448,556567.6401417773],[199410.0391023546,556577.6911388785],[199423.24881895856,556588.499263243]]]}"
"1129013300108400029","840-29대","1","136622","11290","0.1","66.45","1129013300","2024","성북구 정릉동 840-29","성북구 보국문로29바길 31-8","주택","7. 8.~7. 19. 호우","141.52757","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[199809.72882238837,557195.2934979209],[199808.56799282588,557185.3555613821],[199807.31398669485,557186.3705326777],[199806.97492021712,557190.6484917765],[199797.96000104272,557190.2303492703],[199793.4400497685,557189.5142820128],[199793.14203336916,557190.6782675484],[199789.76906977402,557190.1412173815],[199787.79394263544,557198.9961121057],[199803.2147514957,557202.9773288446],[199805.6388728908,557194.2494403383],[199809.72882238837,557195.2934979209]]]}"
"1129013300200870299","산87-299임","1","392449","11290","0.1","21.5","1129013300","2024","성북구 정릉동 산87-299","성북구 정릉로6길 41-8","주택","7. 8.~7. 19. 호우","101.36759","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[199393.21971440635,556733.7795749347],[199393.47068695072,556735.348566013],[199395.17759584647,556740.11155422],[199395.98558239636,556740.5325638156],[199409.2373618402,556747.4347211818],[199409.31421799623,556756.2836491913],[199407.577112566,556763.679559861],[199421.9121031358,556756.9868472767],[199424.0630880891,556756.8248834332],[199430.7850641767,556754.8910082409],[199435.90702705778,556754.58509368],[199447.19009863393,556744.4363603012],[199461.65997484548,556744.7415919896],[199467.0219251726,556745.089675896],[199471.87490057503,556744.1467622521],[199483.44483587236,556742.272965035],[199488.78778682393,556742.5920488794],[199489.4317835898,556742.4650603539],[199493.22379185667,556740.0301418843],[199494.6747907492,556739.3621708979],[199500.32780138537,556735.8362915801],[199505.35280934905,556732.7943980925],[199514.37977000425,556730.6445619996],[199516.539767333,556729.7136046635],[199487.98797840255,556731.161130531],[199461.16217895996,556732.3826862108],[199443.85933372256,556731.6014126083],[199433.86915891492,556747.4721195609],[199393.21971440635,556733.7795749347]]]}"
"1129013300101410009","141-9대","1","171734","11290","0.1","64.79","1129013300","2024","성북구 정릉동 141-9","성북구 정릉로26길 58","주택","7. 8.~7. 19. 호우","44.74785","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[201125.95178684898,555912.8584145912],[201132.0526185584,555920.1634530609],[201132.31361912348,555919.9964586662],[201140.04564634766,555914.4016300893],[201144.20267631605,555910.4467300689],[201144.95371376871,555907.7537644706],[201141.3437810704,555905.4247252396],[201136.56983872203,555904.2806573807],[201136.29484149395,555904.2486531893],[201136.1738042542,555906.6096317335],[201125.95178684898,555912.8584145912]]]}"
"1129013600100600025","60-25대","1","173738","11290","0.1","50.08","1129013600","2024","성북구 하월곡동 60-25","성북구 오패산로8길 15-2","주택","7. 8.~7. 19. 호우","30.49973","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[203333.86897849364,556204.5107848849],[203341.30800034112,556199.4079475774],[203335.0431939048,556190.630918378],[203327.7781752233,556195.4507608383],[203328.02916464081,556195.9767605733],[203333.86897849364,556204.5107848849]]]}"
"1129013600100600069","60-69대","1","157447","11290","0.1","38.06","1129013600","2024","성북구 하월곡동 60-69","성북구 오패산로8길 17","주택","7. 8.~7. 19. 호우","30.49973","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[203341.30800034112,556199.4079475774],[203346.5030173543,556195.7360620905],[203347.70502424802,556194.7040900885],[203341.519212254,556186.2300596728],[203335.0431939048,556190.630918378],[203341.30800034112,556199.4079475774]]]}"
"1129013600100470044","47-44대","1","172662","11290","0.1","94.04","1129013600","2024","성북구 하월곡동 47-44","성북구 화랑로5길 4-10","주택","7. 8.~7. 19. 호우","25.11548","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[203467.9273619045,555928.1482369774],[203476.71320998913,555933.0853387254],[203484.40234799244,555920.6925655482],[203478.1785247753,555912.9285286359],[203476.5285483067,555912.3095069906],[203467.9273619045,555928.1482369774]]]}"
"1129013600100290116","29-116대","1","155075","11290","0.1","55.08","1129013600","2024","성북구 하월곡동 29-116","성북구 화랑로5길 26-7","주택","7. 8.~7. 19. 호우","25.7673","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[203475.20176198854,556023.1655716368],[203487.07771107397,556020.3127877091],[203485.26083811154,556013.3938152867],[203473.5768765092,556016.9215967668],[203475.20176198854,556023.1655716368]]]}"
"1129013600100840031","84-31대","1","176190","11290","0.1","61.56","1129013600","2024","성북구 하월곡동 84-31","성북구 월계로8길 51","주택","7. 8.~7. 19. 호우","28.0545","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[202948.42347926655,556491.629167223],[202949.7235119677,556488.9552103609],[202951.67557131423,556484.308280354],[202940.9307461633,556478.9501503614],[202938.72868750134,556483.6810756287],[202937.56264370203,556486.9720295661],[202948.42347926655,556491.629167223]]]}"
"1129013800102380475","238-475대","1","163911","11290","0.1","61.68","1129013800","2024","성북구 장위동 238-475","성북구 장월로18길 17","주택","7. 8.~7. 19. 호우","27.70872","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[204354.3150734334,557286.6874128878],[204362.95400887876,557286.3075562235],[204363.4250381101,557284.2685806864],[204364.93212841073,557277.9436573136],[204366.07618973128,557273.5877118112],[204354.07527916055,557274.1305125696],[204354.3150734334,557286.6874128878]]]}"
"1129013800100750330","75-330대","1","158701","11290","0.1","39.14","1129013800","2024","성북구 장위동 75-330","성북구 돌곶이로 153","주택","7. 8.~7. 19. 호우","21.83527","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[204535.48433421284,557302.4782229889],[204540.3612177576,557307.1942632459],[204555.61529358895,557294.8286128131],[204554.40029639224,557295.2685894618],[204542.9223190166,557299.6633669246],[204535.48433421284,557302.4782229889]]]}"
"1129013800102300248","230-248 대","1","176760","11290","0.1","59.73","1129013800","2024","성북구 장위동 230-248","성북구 장위로 33-9","주택","7. 8.~7. 19. 호우","63.87607","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[203589.8840890296,557240.079393926],[203597.3988014212,557254.0154008224],[203605.56379519455,557250.276564138],[203607.4408426111,557246.405626537],[203601.45809267374,557234.0106317722],[203589.8840890296,557240.079393926]]]}"
"1129013800102380500","238-500대","1","167897","11290","0.1","35.5","1129013800","2024","성북구 장위동 238-500","성북구 장월로 111-1","상가","7. 8.~7. 19. 호우","27.98889","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[204258.50644017884,557374.0471373874],[204258.95742684783,557374.6411398054],[204271.76043025605,557367.9714026084],[204271.19145189054,557366.9254020017],[204270.5274862579,557365.1424059352],[204267.56065420722,557356.2894308193],[204251.8616494879,557364.5011083004],[204258.50644017884,557374.0471373874]]]}"
"1129013800100540004","54-4대","1","163022","11290","0.1","66.65","1129013800","2024","성북구 장위동 54-4","성북구 한천로83길 25","주택","7. 8.~7. 19. 호우","18.68757","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[205180.15733562945,557039.0238594604],[205181.03633196207,557038.8068755177],[205182.20830590403,557039.8218861774],[205188.28438001213,557032.1950476705],[205179.01857489205,557024.8579577135],[205172.62349944992,557032.7277890428],[205180.15733562945,557039.0238594604]]]}"
"1129013800100890019","89-19대","1","161391","11290","0.1","101.64","1129013800","2024","성북구 장위동 89-19","성북구 장위로45길 2-21","주택","7. 8.~7. 19. 호우","19.88701","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[204799.6554149506,557349.132126215],[204800.3064410637,557347.1951527556],[204803.0333939962,557348.7201844485],[204805.50138241405,557348.1892288876],[204807.9984649335,557341.8463217267],[204809.10949156707,557339.6453579105],[204801.15864100502,557334.4472717085],[204795.40477195696,557329.2802209103],[204793.76275682895,557331.0401797462],[204787.95171195,557336.7350384564],[204788.64968802792,557337.8570405334],[204791.96959551197,557341.8830612258],[204793.02457022472,557342.9090698899],[204794.66953950925,557343.9720878304],[204794.08351908118,557345.5260655043],[204799.6554149506,557349.132126215]]]}"
"1129013900102610098","261-98대","1","168188","11290","0.1","102.91","1129013900","2024","성북구 석관동 261-98","성북구 돌곶이로11길 28-17","주택","7. 8.~7. 19. 호우","19.39445","20240715","20240719","20","14","내수침수","2024","FL_CHIMWL_성북구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0708_0719/FL_CHIMWL_성북구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[205178.6734674291,556415.5209720953],[205181.88550485508,556411.5970565483],[205184.54558906239,556405.0681534905],[205186.55965628827,556399.9112286528],[205187.15966555144,556399.0382455802],[205177.71385496156,556392.1241492167],[205174.29779263874,556397.6850479756],[205169.90971126084,556404.9099172547],[205174.81762880305,556407.5189754252],[205172.73156531446,556412.4819006922],[205178.6734674291,556415.5209720953]]]}"
"1129011100100110187","11-187대","1","133335","11290","0.1","79.65","1129011100","2024","성북구 삼선동1가 11-187","성북구 삼선교로4길 46","주택","7. 22.~7. 23. 호우","64.75959167","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[200616.6054670793,554027.8027266659],[200627.26134466738,554029.978881109],[200630.96456612463,554014.4150693652],[200620.4706710174,554013.239909286],[200616.6054670793,554027.8027266659]]]}"
"1129011100100110002","11-2대","1","166116","11290","0.1","100.67","1129011100","2024","성북구 삼선동1가 11-2","성북구 삼선교로2길 7-4","주택","7. 22.~7. 23. 호우","54.57564316","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[200504.58595323976,554239.8861651841],[200510.15391778396,554239.2602604278],[200517.54180323557,554242.6023523815],[200520.05882087207,554240.2384126039],[200520.96990709097,554234.4474751119],[200528.86182813274,554235.3345954752],[200542.1186464693,554239.8557726571],[200543.6996897884,554236.3778269257],[200545.50771715902,554233.7708776789],[200550.002734083,554230.4499777931],[200557.7487189749,554227.4641277407],[200562.11472480846,554224.8942195792],[200563.5957351862,554223.5032550143],[200564.9187626942,554221.1332959651],[200565.7297966411,554218.6243297819],[200547.63898265985,554216.2800564375],[200546.39495534752,554218.5980171901],[200539.2750427522,554216.7979168483],[200528.8091823628,554213.4637750273],[200528.84518831444,554213.0777787952],[200512.36441128602,554207.6345570638],[200512.7752464159,554217.6184813557],[200511.84321564235,554219.9924466956],[200509.845199453,554222.0043977747],[200492.0062833309,554225.8470774768],[200490.9282511002,554228.3850390981],[200491.51720876788,554230.704029496],[200504.58595323976,554239.8861651841]]]}"
"1129011100100110168","11-168대","1","133169","11290","0.1","67.21","1129011100","2024","성북구 삼선동1가 11-168","성북구 삼선교로4길 36","주택","7. 22.~7. 23. 호우","64.75959167","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[200599.4028734941,554073.2010739729],[200604.60381107597,554074.4281479935],[200615.85467602187,554077.0843081085],[200617.67980282268,554068.3224098905],[200607.10192772324,554065.953258301],[200602.5339806248,554064.9941923092],[200599.4028734941,554073.2010739729]]]}"
"1129012100100470004","47-4대","1","176667","11290","0.1","39.61","1129012100","2024","성북구 안암동1가 47-4","성북구 고려대로11길 74","주택","7. 22.~7. 23. 호우","29.5147625","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[201786.75080277905,554404.1555612644],[201797.1857329964,554403.1937381322],[201797.0567690514,554401.0317538639],[201796.91778972384,554399.8247615593],[201797.91079050463,554399.2747821677],[201795.07389796842,554394.0697791378],[201788.79186480667,554399.2926343866],[201786.75080277905,554404.1555612644]]]}"
"1129013800102380207","238-207 대","1","134155","11290","0.1","112.03","1129013800","2024","성북구 장위동 238-207","성북구 장위로37길 8","상가","7. 22.~7. 23. 호우","29.67494354","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[204474.54003386592,557105.2358604795],[204466.3311504442,557102.1917523623],[204463.1280396545,557110.6346307539],[204459.65392785103,557119.2765031162],[204464.75278350164,557125.6005337106],[204476.06357993613,557132.4406608675],[204480.80972983417,557120.8098338026],[204481.44275502945,557118.9378595136],[204472.4108831291,557115.5987404707],[204476.24600964715,557105.8678829526],[204474.54003386592,557105.2358604795]]]}"
"1129013800100760264","76-264대","1","161847","11290","0.1","137.57","1129013800","2024","성북구 장위동 76-264","성북구 돌곶이로32길 14","주택","7. 22.~7. 23. 호우","20.85562668","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[204630.29055878636,557364.0602539214],[204638.42963954824,557354.9794609223],[204632.1837898371,557348.8694099301],[204628.27387757154,557345.4353747858],[204620.0657950832,557354.6571655017],[204630.29055878636,557364.0602539214]]]}"
"1129013800102380036","238-36대","1","178115","11290","0.1","99.68","1129013800","2024","성북구 장위동 238-36","성북구 장월로16길 28","주택","7. 22.~7. 23. 호우","31.62308083","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[204380.36735033628,557194.8565930962],[204390.93514995463,557201.874706717],[204392.05014670375,557201.5127277954],[204392.390150603,557201.1007367136],[204401.58923275975,557191.3979660234],[204401.42423782445,557191.1689652354],[204392.20945624195,557182.3568883679],[204382.4343707384,557192.5566456104],[204380.36735033628,557194.8565930962]]]}"
"1129013800100680099","68-99 대","1","180952","11290","0.1","132.8","1129013800","2024","성북구 장위동 68-99","성북구 장위로38길 50-1","상가","7. 22.~7. 23. 호우","23.35099945","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[204513.4220914977,556835.5657148644],[204517.62808267373,556833.9887961163],[204519.4961863241,556826.658886853],[204509.65131093544,556823.9427494878],[204507.47833358365,556823.6427166981],[204496.78446693014,556820.8165664664],[204496.1524746475,556820.659557505],[204493.8103342329,556830.4944384256],[204505.25919432045,556833.3446007109],[204513.4220914977,556835.5657148644]]]}"
"1129013800102380073","238-73대","1","159890","11290","0.1","148.57","1129013800","2024","성북구 장위동 238-73","성북구 장위로41길 27","주택","7. 22.~7. 23. 호우","21.83527145","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[204526.1981213601,557258.6584336564],[204535.23291518018,557266.8065130962],[204536.60790783723,557266.5655374003],[204537.09591481334,557265.8895508938],[204549.74803195248,557252.2908683909],[204540.6052468679,557243.6587911879],[204537.06421665015,557247.3067036349],[204526.1981213601,557258.6584336564]]]}"
"1129013800100680976","68-976대","1","168665","11290","0.1","56.88","1129013800","2024","성북구 장위동 68-976","성북구 화랑로19가길 9-27","주택","7. 22.~7. 23. 호우","27.85123596","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[204332.06237751723,556662.8471959296],[204333.6824733133,556656.1252776282],[204332.13949377293,556655.6422565734],[204332.03448840088,556656.0262517061],[204331.17252642458,556654.1172534565],[204331.0915436504,556653.0962605602],[204321.52765958276,556650.7731245408],[204319.2225494698,556658.7230216037],[204319.1315340241,556659.7210119003],[204330.3823971497,556662.4841716653],[204332.06237751723,556662.8471959296]]]}"
"1129013900101320029","132-29대","1","160603","11290","0.1","12.69","1129013900","2024","성북구 석관동 132-29","성북구 한천로76나길 21-14","주택","7. 22.~7. 23. 호우","17.54902039","20240722","20240723","16","14","내수침수","2024","FL_CHIMWL_성북구_0722_0723","D:/김원상/침수흔적도/2024_침수흔적도_최종/성북구_0722_0723/FL_CHIMWL_성북구_0722_0723.shp","{""type"":""Polygon"",""coordinates"":[[[205798.91326059488,557039.9878979437],[205799.40828083947,557038.4919183039],[205801.96839164098,557030.3790267045],[205790.68953960575,557026.9448718342],[205787.80340892953,557036.4457467085],[205798.91326059488,557039.9878979437]]]}"
"1138010100100760031","76-31대","1","226040","11380","0.5","16.5","1138010100","2024","은평구 수색동 76-31","은평구 수색로 224","상가","7. 8.~7. 19. 호우","13.85300636","20240717","20240717","9","14","내수침수","2024","FL_CHIMWL_은평구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/은평구_0708_0719/FL_CHIMWL_은평구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[191054.05646127355,553441.74925971],[191057.50647275557,553439.2693358383],[191062.54647676827,553436.4394404702],[191069.65651537167,553430.400605075],[191070.71651743414,553429.7296277084],[191070.85652529518,553429.1696346106],[191072.2766135463,553422.9597090398],[191069.65660552363,553424.7996515854],[191065.8765925746,553427.5395679837],[191067.29661805337,553425.2296100255],[191066.0966448434,553424.1795994296],[191066.43664863912,553423.7696083073],[191065.59666393202,553423.249599103],[191053.09661758924,553432.5293208229],[191053.87659152405,553433.7493232486],[191056.18651904515,553437.0693328632],[191052.99649704914,553440.0692565984],[191054.05646127355,553441.74925971]]]}"
"1138010300102300013","230-13대","1","193104","11380","0.1","54.66","1138010300","2024","은평구 불광동 230-13","은평구 불광로13길 24","주택","7. 8.~7. 19. 호우","39.79824219","20240718","20240718","15","24","내수침수","2024","FL_CHIMWL_은평구_0708_0719","D:/김원상/침수흔적도/2024_침수흔적도_최종/은평구_0708_0719/FL_CHIMWL_은평구_0708_0719.shp","{""type"":""Polygon"",""coordinates"":[[[193943.4763927026,557550.3216962989],[193943.41640498536,557549.591701399],[193938.2467198834,557532.7317581702],[193937.13673292345,557532.4917422433],[193917.67676199897,557540.6413602289],[193924.54643807202,557557.1913334834],[193938.8064520865,557549.0316316208],[193943.4763927026,557550.3216962989]]]}"